player_id,games,minutes,off_rebs,def_rebs,off_rebchances,def_rebchances
825,15,214.125,21,34,209,182
528,106,1241.51,88,219,1072,1189
795,39,385.135,76,89,374,347
612,49,755.4333333,78,138,678,636
564,99,2914.996667,99,444,2695,2790
732,11,39.66666667,4,4,48,33
527,121,1523.261667,35,168,1415,1440
542,86,1928.243333,43,236,1730,1835
671,54,892.3933333,26,76,874,858
543,30,213.1533333,15,53,197,195
565,89,2353.401667,68,384,2260,2313
725,25,197.7916667,15,39,186,182
529,75,1154.956667,23,145,1141,1019
846,24,303.415,10,42,264,284
611,8,91.7,1,9,86,85
673,30,400.5166667,13,35,377,358
566,102,1761.071667,43,193,1720,1619
568,49,719.8133333,23,65,676,624
716,25,258.425,15,45,262,222
555,82,995.6333333,23,99,920,958
538,91,2489.425,64,202,2225,2254
569,47,833.805,20,93,779,741
711,11,179.8983333,12,23,182,149
606,68,1329.661667,114,284,1269,1241
595,94,2121.996667,29,178,1919,1888
642,4,60.66333333,7,9,56,61
576,74,1540.521667,31,205,1488,1447
605,17,387.8666667,11,24,344,321
560,79,1300.205,45,208,1215,1313
843,7,12.10166667,1,0,13,8
602,7,21.12166667,0,1,24,16
783,5,9.921666667,1,1,10,7
621,18,176.65,3,29,177,160
622,49,756.1933333,23,97,730,690
619,13,172.5483333,4,20,140,155
638,26,324.1783333,6,30,284,294
921,4,27.50666667,3,3,25,21
633,52,562.9433333,71,119,539,521
849,1,19.04166667,2,5,15,18
575,2,5.756666667,0,2,10,7
571,15,284.46,4,31,290,267
552,33,705.7083333,10,67,653,689
582,19,254.6783333,26,37,235,203
537,119,2154.818333,201,396,2014,2007
581,117,2473.151667,131,381,2315,2272
589,39,584.695,7,66,550,539
600,102,1820.945,106,233,1627,1588
924,3,11.4,0,1,7,11
592,22,215.5466667,4,14,207,190
563,4,43.11666667,1,6,42,42
922,2,14.18333333,2,5,11,14
607,7,72.43333333,3,9,71,64
590,16,80.65333333,5,7,73,71
926,2,9.283333333,0,1,10,3
644,3,48.80333333,1,4,51,39
598,9,158.0383333,2,14,143,138
631,2,42.4,0,3,45,29
942,2,9.283333333,0,2,5,5
634,9,56.56166667,1,2,46,37
623,8,111.8883333,3,20,106,122
700,7,52.36666667,0,7,51,56
674,21,277.6766667,3,31,266,268
756,13,32.22,3,5,32,35
628,3,38.46333333,1,7,43,42
857,5,146.085,1,13,123,133
618,3,6.641666667,0,1,4,4
748,2,20.1,0,1,20,18
635,7,136.3866667,0,17,145,123
841,6,61.33333333,0,11,59,49
643,1,4.466666667,0,1,5,2
714,6,68.21666667,7,8,70,66
685,33,462.9766667,4,36,429,441
742,5,22.48833333,2,1,21,20
662,32,836.8616667,65,181,800,843
654,57,892.5083333,83,193,880,827
689,45,665.825,28,86,656,613
808,4,11.95,0,1,12,13
676,83,2386.77,63,238,2171,2158
648,80,2064.145,85,288,1964,1854
649,66,1442.115,50,164,1298,1264
710,59,1241.396667,51,211,1163,1116
667,67,1232.781667,19,118,1153,1162
713,52,814.2483333,25,75,721,718
670,40,1127.126667,117,233,1095,986
646,49,748.0016667,45,106,740,707
647,51,1004.26,44,156,924,1080
995,3,5.603333333,0,1,3,5
691,36,306.8366667,9,26,296,278
771,26,290.56,28,51,283,259
697,17,95.46333333,3,5,103,95
664,83,2533.738333,60,307,2285,2358
683,60,1629.401667,30,113,1531,1434
802,6,54.62,2,3,66,53
833,5,36.22166667,1,9,52,34
653,65,1316.228333,20,122,1180,1259
679,69,1910.628333,50,179,1817,1778
684,35,722.6033333,24,125,675,639
652,54,1417.833333,57,196,1305,1329
755,23,137.9933333,16,33,135,140
657,57,1388.92,31,176,1399,1309
957,10,130.9683333,6,12,115,122
776,31,534.1683333,22,73,501,459
997,1,12,0,2,9,18
708,54,1119.508333,36,145,1040,995
678,21,91.85666667,6,18,83,80
707,35,616.34,10,43,579,547
686,55,962.9783333,15,63,887,854
675,64,1625.026667,64,175,1541,1503
791,36,656.0333333,32,134,553,577
688,54,660.0516667,13,73,661,633
655,55,1207.571667,168,237,1124,1147
659,74,2439.036667,61,178,2249,2140
645,70,1668.896667,13,100,1578,1552
695,40,699.315,13,70,665,656
749,8,86.64833333,2,7,73,81
658,46,797.2666667,74,128,775,718
701,18,142.7383333,3,7,147,110
699,36,648.3383333,13,34,580,628
656,41,848.1583333,14,96,771,777
939,14,50.98833333,3,9,53,47
730,47,697.1516667,39,123,657,623
722,41,510.4083333,4,66,472,497
758,34,1010.295,31,156,946,924
661,35,746.985,33,119,706,691
694,73,2407.236667,49,262,2271,2272
665,57,1754.523333,173,399,1612,1586
668,70,2335.063333,83,493,2099,2173
672,33,365.3783333,10,43,374,388
744,8,88.51333333,10,17,85,85
765,14,129.005,2,13,129,115
816,1,5.866666667,0,1,3,2
731,4,88.43,7,20,104,100
792,23,244.77,12,39,193,251
817,10,77.96833333,7,11,64,80
704,1,3.716666667,1,0,6,1
941,2,2.278333333,0,0,1,3
775,36,597.105,25,86,568,584
682,41,423.0383333,45,81,397,419
692,32,347.4333333,6,45,339,357
669,54,852.0883333,14,75,773,742
777,26,770.1233333,30,119,753,670
726,8,99.00333333,1,8,101,95
790,24,568.4966667,13,49,523,529
651,65,1155.703333,49,193,1102,1161
738,48,753.6083333,42,98,710,704
788,8,37.755,2,9,30,42
992,1,0.911666667,1,0,2,1
705,5,26.67166667,1,3,32,29
746,7,93.4,1,7,83,79
806,18,299.1,8,47,313,299
681,54,755.46,38,110,729,711
729,1,1.166666667,0,0,1,1
782,8,54.095,6,2,45,43
677,5,22.46333333,0,3,33,16
736,24,314.7216667,7,39,324,284
719,1,0.623333333,0,0,0,1
698,8,78.605,1,5,91,71
680,37,303.45,4,36,311,297
687,41,1071.56,6,109,921,979
754,8,95.18333333,2,10,102,92
763,32,807.1333333,9,59,709,736
703,20,179.2166667,8,30,163,165
690,23,347.6733333,45,54,348,321
994,2,20.21666667,0,0,19,15
938,1,8.821666667,2,1,7,4
666,31,326.585,7,50,320,302
696,4,13.2,1,1,16,9
650,1,3.75,0,0,3,2
799,15,302.43,4,24,292,251
715,23,216.8766667,5,27,220,196
734,10,67.26666667,2,11,62,61
743,23,340.165,7,43,341,320
747,4,95.5,10,24,93,103
864,4,39.38666667,0,3,38,38
718,20,148.565,11,37,134,150
735,10,105.8983333,2,11,109,106
852,8,161.0633333,4,27,155,143
750,3,24.41666667,0,4,25,19
835,6,58.84333333,3,10,52,64
751,3,34.28333333,3,4,38,29
739,6,73.40833333,0,2,66,80
950,1,10.94333333,1,2,9,12
794,21,178.635,1,16,179,181
853,10,103.2016667,3,7,96,103
840,2,7.116666667,0,4,3,8
810,5,26.55166667,3,8,23,27
807,7,102.4866667,2,13,89,96
774,25,176.105,9,25,170,181
831,4,26.05,1,3,24,19
850,3,25.04833333,1,4,26,25
812,2,6.233333333,1,0,6,8
960,3,28.2,0,3,33,21
859,8,71.22166667,5,12,58,63
858,12,332.2416667,30,46,304,336
767,18,510.3083333,12,69,520,465
780,27,729.505,13,94,699,688
796,27,840.785,17,88,753,866
770,29,888.0916667,19,95,830,801
947,32,837.7666667,15,98,823,666
761,33,781.19,34,79,797,730
764,20,463.98,42,90,424,411
828,19,367.0083333,9,47,328,297
760,33,1041.521667,16,42,914,964
789,29,404.335,32,61,384,377
949,17,160.4883333,3,22,160,138
793,29,791.41,5,104,693,716
811,8,121.76,4,24,104,130
827,23,237.59,13,17,220,230
801,19,195.2733333,9,30,182,174
785,2,22.51166667,1,3,17,13
759,27,589.6483333,12,72,537,543
768,37,670.3033333,22,136,634,681
844,3,23.19666667,0,3,22,18
798,3,28.6,2,2,27,19
804,2,4.885,0,3,5,7
803,6,90.815,2,10,88,107
821,19,450.7016667,12,30,399,413
826,23,332.9866667,21,28,314,280
961,2,8.283333333,0,1,9,9
838,5,39.81833333,6,4,35,33
830,6,68.88333333,2,5,72,70
829,18,208.4483333,6,23,205,169
784,31,676.1466667,24,80,626,613
998,7,36.01666667,1,5,36,32
832,5,38.48333333,0,8,33,39
956,3,12.23333333,0,2,14,16
851,8,131.8783333,9,24,111,117
945,3,12.86666667,0,1,8,5
813,7,79.465,2,5,87,78
820,6,76.37833333,3,9,76,50
773,30,877.8466667,43,105,795,795
772,30,668.9883333,6,59,634,590
837,17,296.2133333,25,59,307,284
848,1,1.516666667,0,0,2,2
866,2,16.96666667,0,4,16,20
781,18,191.5183333,4,19,181,164
787,36,686.1433333,25,30,626,642
814,6,61.64833333,0,7,53,65
860,5,31.93166667,0,1,30,31
766,44,595.535,37,64,555,561
836,4,43.36666667,1,1,40,31
779,12,64.89833333,3,10,63,54
863,6,65.06666667,3,14,72,51
955,4,19.58333333,0,2,24,14
867,1,8.866666667,2,3,12,7
948,10,114.3666667,13,22,106,110
959,5,36.22166667,2,4,40,33
861,9,101.57,1,8,90,87
778,10,131.1083333,1,11,112,117
865,4,17.00166667,0,1,16,18
839,13,100.7483333,2,12,100,76
809,8,57.2,2,13,61,55
862,1,12,1,1,13,13
786,16,146.5333333,20,31,131,126
946,8,29.79666667,5,2,30,26
1012,2,13.26666667,0,2,15,8
757,23,406.895,16,56,368,362
762,20,190.74,6,26,174,168
944,2,6.5,0,1,4,6
855,7,106.4833333,10,17,103,80
842,25,267.165,5,35,267,284
1000,1,4.8,0,1,5,9
800,23,224.9316667,14,41,201,205
815,16,131.4416667,9,22,117,127
958,2,14.55,0,2,16,15
